chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr15	107298690	107298920	augPB-18390.t4	0	0	0	0	19	ENSG00000276717.2	PRSS47
chr15	107301356	107301383	augPB-18390.t3	0	0	0	0	110	ENSG00000276717.2	PRSS47
chr15	107392565	107392648	augPB-18392.t2	0	5	2	10	38	ENSG00000198000.12	NOL8
chr15	107406662	107406770	augPB-18392.t2	0	0	0	0	324	ENSG00000198000.12	NOL8
chr15	108474002	108474100	augPB-18411.t1	1	1	0	2	16	ENSG00000048828.17	FAM120A
chr15	108629643	108629807	augPB-18412.t1	0	0	0	0	129	ENSG00000197724.11	PHF2
chr15	109541536	109541581	augPB-18423.t1	2	0	1	0	11	ENSG00000127081.14	ZNF484
chr16	481009	481114	augPB-14490.t5	0	0	0	0	183	ENSG00000141252.20	VPS53
chr16	649287	649455	augCGP-4681.t1	0	0	0	0	211	ENSG00000171861.11	MRM3
chr16	3178216	3178314	augCGP-4740.t1	0	0	0	0	1	ENSG00000159961.2	OR3A3
chr16	3711448	3711521	augPB-14554.t1	0	0	0	0	12	ENSG00000074370.18	ATP2A3
chr16	4387483	4387587	augPB-14562.t1	0	0	0	0	1	ENSG00000262921.1	AC118754.2
chr16	4714083	4714149	augPB-14573.t1	0	0	0	2	217	ENSG00000141503.17	MINK1
chr16	4729576	4729679	augPB-14573.t1	2	1	2	1	114	ENSG00000141503.17	MINK1
chr16	4735840	4736110	augPB-14575.t2	0	0	0	0	69	ENSG00000205710.4	C17orf107
chr16	4735840	4736128	augPB-14575.t3	0	0	0	0	41	ENSG00000205710.4	C17orf107
chr16	6640372	6640454	augPB-14616.t1	0	0	0	0	27	ENSG00000262943.7	ALOX12P2
chr16	6644350	6644473	augPB-14616.t1	0	0	0	0	25	ENSG00000262943.7	ALOX12P2
chr16	7106424	7106492	augPB-14639.t1	0	0	0	0	4	ENSG00000224647.2	AC026954.1
chr16	8131908	8132115	augPB-14693.t2	0	0	0	0	26	ENSG00000184650.11	ODF4
chr16	8521210	8521393	augPB-14698.t2	0	0	0	0	17	ENSG00000161973.11	CCDC42
chr16	8539865	8540034	augCGP-4914.t1	0	0	0	0	25	ENSG00000183318.11	SPDYE4
chr16	8612884	8613004	augPB-14702.t1	0	0	0	0	8	ENSG00000276231.5	PIK3R6
chr16	10500369	10500675	augPB-14723.t3	0	0	0	0	17	ENSG00000170222.12	ADPRM
chr16	11858723	11858772	augPB-14736.t1	0	0	0	0	4	ENSG00000065559.15	MAP2K4
chr16	15943806	15943850	augPB-14765.t1	0	0	0	0	174	ENSG00000175061.18	SNHG29
chr16	16072881	16072936	augPB-14770.t1	0	0	0	0	3	ENSG00000108474.17	PIGL
chr16	17820696	17820814	augPB-14793.t1	0	0	0	0	4	ENSG00000171962.18	DRC3
chr16	17988521	17988634	augPB-14797.t2	0	0	0	0	1	ENSG00000091536.19	MYO15A
chr16	18092072	18092179	augPB-14799.t1	1	0	0	0	30	ENSG00000131899.11	LLGL1
chr16	19085310	19085408	augPB-14821.t1	0	0	0	0	14	ENSG00000228983.9	SLC47A1P1
chr16	19086704	19086882	augPB-14821.t2	0	0	0	0	8	ENSG00000228983.9	SLC47A1P1
chr16	19086785	19086882	augPB-14821.t1	0	0	0	0	8	ENSG00000228983.9	SLC47A1P1
chr16	22964266	22964329	augPB-14848.t1	0	0	0	0	6	ENSG00000266313.2	AC026254.2
chr16	22969908	22970056	augPB-14848.t1	0	0	0	0	3	ENSG00000266313.2	AC026254.2
chr16	22977008	22977230	augPB-14849.t1	0	0	0	0	5	ENSG00000265683.1	SYPL1P2
chr16	28394250	28394433	augPB-14922.t3	0	1	0	0	4	ENSG00000176208.9	ATAD5
chr16	30757165	30757286	augPB-14945.t1	0	0	0	0	1	ENSG00000108702.4	CCL1
chr16	32535154	32535307	augPB-14973.t1	0	0	0	0	73	ENSG00000277632.2	CCL3
chr16	32536247	32536313	augPB-14973.t1	0	0	0	0	76	ENSG00000277632.2	CCL3
chr16	32536662	32536757	augPB-14973.t1	0	0	0	0	67	ENSG00000277632.2	CCL3
chr16	32537467	32537588	augPB-14973.t1	0	0	0	0	72	ENSG00000277632.2	CCL3
chr16	32538112	32538161	augPB-14973.t1	0	0	0	0	74	ENSG00000277632.2	CCL3
chr16	32539404	32539514	augPB-14973.t1	0	0	0	0	73	ENSG00000277632.2	CCL3
chr16	32539843	32539951	augPB-14973.t1	0	0	0	0	76	ENSG00000277632.2	CCL3
chr16	32540403	32540484	augPB-14973.t1	0	0	0	0	76	ENSG00000277632.2	CCL3
chr16	32540967	32541007	augPB-14973.t1	0	0	0	0	76	ENSG00000277632.2	CCL3
chr16	34202623	34202770	augPB-14990.t1	0	0	0	0	5	ENSG00000277268.2	LHX1-DT
chr16	34526655	34526904	augPB-14995.t1	29	22	33	52	193	ENSG00000278311.5	GGNBP2
chr16	34527710	34527859	augPB-14995.t1	29	22	35	52	198	ENSG00000278311.5	GGNBP2
chr16	34527940	34528066	augPB-14995.t1	59	40	52	55	1323	ENSG00000278311.5	GGNBP2
chr16	34528457	34528608	augPB-14995.t1	58	40	52	55	1316	ENSG00000278311.5	GGNBP2
chr16	34533314	34533509	augPB-14995.t1	59	40	51	52	1309	ENSG00000278311.5	GGNBP2
chr16	34536181	34536356	augPB-14995.t1	65	48	60	54	1476	ENSG00000278311.5	GGNBP2
chr16	34537404	34537614	augPB-14995.t3	26	21	29	0	534	ENSG00000278311.5	GGNBP2
chr16	34537410	34537614	augPB-14995.t1	36	25	31	0	946	ENSG00000278311.5	GGNBP2
chr16	34550312	34550438	augPB-14995.t2	0	0	0	0	1085	ENSG00000278311.5	GGNBP2
chr16	34981919	34982060	augPB-15001.t2	0	0	0	0	22	ENSG00000141371.13	C17orf64
chr16	38203545	38204459	augPB-15029.t2	0	0	0	0	147	ENSG00000121101.15	TEX14
chr16	38223681	38223721	augPB-15029.t6	0	0	0	0	238	ENSG00000121101.15	TEX14
chr16	38234238	38234313	augCGP-5251.t1	0	0	0	0	401	ENSG00000121101.15	TEX14
chr16	38278622	38278665	augPB-15030.t2	0	0	0	0	1	ENSG00000108387.15	SEPTIN4
chr16	45565738	45565878	augPB-15083.t2	1	2	0	0	4	ENSG00000011258.16	MBTD1
chr16	45568851	45568931	augPB-15083.t3	0	0	0	0	5	ENSG00000011258.16	MBTD1
chr16	46258705	46258879	augPB-15097.t3	0	1	0	0	230	ENSG00000136449.15	MYCBPAP
chr16	46259068	46259199	augCGP-5309.t1	0	0	0	0	549	ENSG00000136449.15	MYCBPAP
chr16	47539910	47539974	augCGP-5343.t1	0	0	0	0	3	ENSG00000177369.9	AC004797.1
chr16	47747483	47747600	augPB-15129.t2	16	8	13	5	13	ENSG00000159217.10	IGF2BP1
chr16	48697044	48697162	augPB-15143.t1	0	0	0	0	78	ENSG00000108468.15	CBX1
chr16	48702347	48702431	augPB-15143.t1	0	0	0	0	41	ENSG00000108468.15	CBX1
chr16	50322016	50322083	augPB-15178.t1	0	0	0	0	1	ENSG00000141750.7	STAC2
chr16	50349826	50349937	augPB-15179.t1	0	0	0	0	1	ENSG00000265460.6	AC015910.1
chr16	50686528	50686646	augPB-15183.t1	0	0	0	0	2	ENSG00000167258.14	CDK12
chr16	51150872	51150950	augCGP-5440.t1	26	5	13	0	175	ENSG00000008838.20	MED24
chr16	53926059	53926667	augPB-15267.t2	0	0	0	0	3	ENSG00000126562.17	WNK4
chr16	53926062	53926667	augPB-15267.t4	0	0	0	0	3	ENSG00000126562.17	WNK4
chr16	53927737	53927863	augPB-15267.t4	0	0	0	0	2	ENSG00000126562.17	WNK4
chr16	53927765	53927821	augPB-15267.t2	0	0	0	0	1	ENSG00000126562.17	WNK4
chr16	54798875	54798917	augCGP-5547.t1	0	0	0	0	1	ENSG00000175832.13	ETV4
chr16	54800508	54800628	augCGP-5547.t1	0	0	0	0	1	ENSG00000175832.13	ETV4
chr16	55407617	55407698	augPB-15308.t2	3	3	4	0	13	ENSG00000125319.14	HROB
chr16	55577574	55577711	augPB-15315.t2	0	0	0	0	101	ENSG00000108309.14	RUNDC3A
chr16	55645650	55645740	augPB-15319.t4	0	0	0	0	1	ENSG00000005961.19	ITGA2B
chr16	55653729	55653792	augPB-15319.t1	0	0	0	0	1	ENSG00000005961.19	ITGA2B
chr16	55986055	55986210	augPB-15325.t1	0	0	0	1	108	ENSG00000161692.18	DBF4B
chr16	56004144	56004196	augPB-15325.t9	2	1	7	1	38	ENSG00000161692.18	DBF4B
chr16	56531973	56532059	augPB-15346.t1	0	0	0	0	22	ENSG00000267278.6	MAP3K14-AS1
chr16	57426328	57426453	augPB-15365.t2	0	0	0	2	7	ENSG00000204650.14	LINC02210
chr16	58456323	58456417	augPB-15376.t1	0	0	0	0	43	ENSG00000276790.1	AC068234.3
chr16	59353291	59353416	augPB-15383.t1	0	0	0	0	1	ENSG00000283538.3	AC005972.3
chr16	60327172	60327451	augPB-15401.t1	0	0	0	0	133	ENSG00000240280.7	TCAM1P
chr16	60329876	60330155	augPB-15401.t1	0	0	0	0	209	ENSG00000240280.7	TCAM1P
chr16	60508921	60509013	augPB-15403.t1	0	0	0	0	1	ENSG00000007314.12	SCN4A
chr16	60517861	60517940	augPB-15403.t1	0	0	0	0	1	ENSG00000007314.12	SCN4A
chr16	61067318	61067509	augPB-15412.t2	0	0	0	0	60	ENSG00000258890.7	CEP95
chr16	62493291	62493372	augPB-15426.t8	2	0	0	0	23	ENSG00000154240.17	CEP112
chr16	62633751	62633873	augPB-15427.t10	0	0	0	0	19	ENSG00000091583.11	APOH
chr16	62645014	62645083	augPB-15427.t10	0	0	0	0	19	ENSG00000091583.11	APOH
chr16	68652854	68653011	augPB-15468.t1	0	0	0	0	8	ENSG00000264026.2	LINC02003
chr16	70118067	70118331	augPB-15480.t1	0	0	0	0	4	ENSG00000177338.14	LINC00469
chr16	70124042	70124191	augPB-15480.t1	0	0	0	0	1	ENSG00000177338.14	LINC00469
chr16	70818762	70818920	augPB-15491.t1	0	0	0	0	3	ENSG00000167851.15	CD300A
chr16	71133385	71133491	augPB-15497.t1	0	2	1	0	16	ENSG00000109066.14	TMEM104
chr16	71481910	71481963	augPB-15514.t2	1	0	0	1	12	ENSG00000125458.7	NT5C
chr16	72125775	72125829	augPB-15532.t2	0	0	0	0	7	ENSG00000132470.14	ITGB4
chr16	72683352	72683715	augCGP-5855.t1	0	0	0	0	107	ENSG00000129646.14	QRICH2
chr16	72683814	72688075	augCGP-5855.t1	0	0	0	0	59	ENSG00000129646.14	QRICH2
chr16	73289530	73289734	augPB-15570.t1	0	0	0	0	2	ENSG00000167889.12	MGAT5B
chr16	73331709	73331904	augPB-15570.t2	0	0	0	0	4	ENSG00000167889.12	MGAT5B
chr16	73860253	73860382	augCGP-5874.t1	0	0	0	48	722	ENSG00000184640.18	SEPTIN9
chr16	74494983	74495111	augPB-15575.t1	0	0	0	0	73	ENSG00000141524.15	TMC6
chr16	74608124	74608363	augPB-15581.t1	0	0	0	0	1	ENSG00000204278.12	TMEM235
chr16	75407640	75407746	augPB-15593.t2	0	0	0	0	12	ENSG00000167280.16	ENGASE
chr16	76551609	76551787	augCGP-5917.t1	0	0	0	0	1	ENSG00000141527.18	CARD14
chr16	77527036	77527226	augPB-15618.t2	0	0	0	0	61	ENSG00000141577.14	CEP131
chr16	77575863	77576073	augPB-15620.t1	0	0	0	0	108	ENSG00000167302.10	TEPSIN
chr16	77803362	77804516	augCGP-5943.t1	0	0	0	0	2	ENSG00000266074.8	BAHCC1
chr16	77885917	77886273	augPB-15629.t3	0	1	1	0	49	ENSG00000185504.17	FAAP100
chr16	78675199	78675289	augPB-15665.t2	0	0	0	0	9	ENSG00000141574.8	SECTM1
chr16	78679729	78679844	augPB-15665.t2	0	0	0	0	1	ENSG00000141574.8	SECTM1
chr16	78725600	78725780	augCGP-5999.t1	0	0	0	0	2	ENSG00000181408.3	UTS2R
chr16	78940173	78940470	augPB-15673.t2	0	0	0	0	163	ENSG00000141568.21	FOXK2
chr16	79298203	79298411	augPB-15680.t1	0	0	0	0	9	ENSG00000175711.8	B3GNTL1
chr17	2773351	2773505	augPB-9267.t1	0	0	0	0	1	ENSG00000225777.1	DDX39AP1
chr17	2989972	2990034	augPB-9268.t6	0	0	0	0	174	ENSG00000277077.1	AL158032.3
chr17	2990317	2990438	augPB-9268.t6	0	0	0	0	174	ENSG00000277077.1	AL158032.3
chr17	2994362	2994435	augPB-9268.t6	0	0	0	0	170	ENSG00000277077.1	AL158032.3
chr17	2997501	2997532	augPB-9268.t6	0	0	0	0	167	ENSG00000277077.1	AL158032.3
chr17	2998890	2998971	augPB-9268.t6	0	0	0	0	158	ENSG00000277077.1	AL158032.3
chr17	3001285	3001356	augPB-9268.t6	0	0	0	0	165	ENSG00000277077.1	AL158032.3
chr17	3003566	3003704	augPB-9268.t6	0	0	0	0	150	ENSG00000277077.1	AL158032.3
chr17	3006474	3006581	augPB-9268.t6	0	0	0	0	183	ENSG00000277077.1	AL158032.3
chr17	3007502	3007676	augPB-9268.t6	0	0	0	0	184	ENSG00000277077.1	AL158032.3
chr17	3007838	3007953	augPB-9268.t6	0	0	0	0	180	ENSG00000277077.1	AL158032.3
chr17	3284960	3284987	augPB-9271.t4	0	0	0	0	6	ENSG00000151835.16	SACS
chr17	4307064	4307154	augCGP-6059.t1	0	0	0	0	684	ENSG00000132972.19	RNF17
chr17	4355608	4355699	augPB-9281.t1	0	0	0	0	154	ENSG00000132972.19	RNF17
chr17	6838518	6838772	augPB-9307.t2	0	0	0	0	13	ENSG00000139517.9	LNX2
chr17	7473384	7473543	augPB-9314.t2	0	0	0	0	15	ENSG00000152520.14	PAN3
chr17	9176852	9176930	augPB-9325.t1	0	0	0	0	2	ENSG00000224511.2	LINC00365
chr17	9721664	9721838	augPB-9329.t1	0	0	0	0	46	ENSG00000132952.12	USPL1
chr17	11285861	11285879	augPB-9338.t2	0	1	0	0	75	ENSG00000073910.22	FRY
chr17	11377759	11377872	augPB-9340.t1	0	0	0	0	1	ENSG00000139618.15	BRCA2
chr17	11759702	11759813	augPB-9344.t2	1	1	2	1	22	ENSG00000083642.19	PDS5B
chr17	14265342	14265467	augPB-9354.t1	0	0	0	0	1	ENSG00000172915.18	NBEA
chr17	17454157	17454276	augPB-9372.t1	0	0	0	0	1	ENSG00000150893.11	FREM2
chr17	17747468	17747519	augPB-9375.t1	0	0	0	0	108	ENSG00000120685.20	PROSER1
chr17	19022944	19023080	augPB-9380.t1	0	0	0	0	3	ENSG00000215483.11	LINC00598
chr17	19444645	19444725	augCGP-6140.t1	0	0	2	0	398	ENSG00000102738.8	MRPS31
chr17	21006649	21006777	augPB-9400.t2	0	0	0	0	2	ENSG00000283554.1	LINC02341
chr17	21602364	21602623	augCGP-6151.t1	0	0	0	0	53	ENSG00000120675.6	DNAJC15
chr17	23270670	23270781	augPB-9412.t1	0	0	0	0	1	ENSG00000278156.2	TSC22D1-AS1
chr17	28071099	28071205	augPB-9451.t1	0	0	0	0	1	ENSG00000176882.5	AL135901.1
chr17	29534103	29534254	augPB-9466.t1	0	0	0	0	2	ENSG00000226792.7	C13orf42
chr17	29641767	29641804	augPB-9466.t1	0	0	0	0	1	ENSG00000226792.7	C13orf42
chr17	29642508	29642596	augPB-9466.t1	0	0	0	0	1	ENSG00000226792.7	C13orf42
chr17	30540421	30540487	augPB-9480.t1	0	0	0	0	4	ENSG00000197168.13	NEK5
chr17	31746776	31746827	augPB-9495.t1	0	0	0	0	15	ENSG00000287722.1	AL356295.1
chr17	38617638	38617677	augPB-9503.t2	0	0	0	0	8	ENSG00000139734.19	DIAPH3
chr17	53727603	53727681	augPB-9522.t1	0	0	0	0	2	ENSG00000276644.5	DACH1
chr17	53747621	53747701	augPB-9522.t2	0	0	0	0	1	ENSG00000276644.5	DACH1
chr17	58928357	58928513	augPB-9544.t1	5	1	3	2	96	ENSG00000005810.18	MYCBP2
chr17	59419874	59419931	augPB-9549.t3	0	0	0	0	31	ENSG00000136155.17	SCEL
chr17	59431842	59431902	augCGP-6249.t1	0	0	0	0	159	ENSG00000136155.17	SCEL
chr17	59435723	59435783	augPB-9549.t2	0	0	0	0	39	ENSG00000136155.17	SCEL
chr17	59452568	59452661	augCGP-6249.t1	0	0	0	0	160	ENSG00000136155.17	SCEL
chr17	61233554	61233725	augPB-9557.t3	0	2	3	1	43	ENSG00000139746.15	RBM26
chr17	74572508	74572583	augPB-9573.t1	0	0	0	0	1	ENSG00000179399.15	GPC5
chr17	76492476	76492641	augPB-9582.t1	0	0	0	0	5	ENSG00000238230.2	LINC00391
chr17	77647431	77647479	augPB-9590.t1	0	0	0	0	144	ENSG00000102595.20	UGGT2
chr17	77648580	77648688	augPB-9590.t3	0	0	0	0	41	ENSG00000102595.20	UGGT2
chr17	81211511	81211611	augPB-9608.t1	0	0	0	0	11	ENSG00000280734.3	LINC01232
chr17	81713226	81713262	augPB-9614.t1	0	0	0	0	2	ENSG00000043355.12	ZIC2
chr17	84532423	84532590	augPB-9632.t1	0	0	0	0	2	ENSG00000250878.3	METTL21EP
chr17	88726939	88726985	augPB-9639.t1	0	0	0	0	15	ENSG00000204442.4	FAM155A
chr17	90355937	90356085	augPB-9646.t2	0	0	0	0	5	ENSG00000041515.16	MYO16
chr17	91487104	91487212	augCGP-6326.t1	0	0	0	0	1	ENSG00000275830.2	AL390755.1
chr17	91489794	91489839	augCGP-6326.t1	0	0	0	0	2	ENSG00000275830.2	AL390755.1
chr17	93462268	93462340	augPB-9665.t2	0	0	0	0	2	ENSG00000224243.2	SOX1-OT
chr17	93462724	93462843	augPB-9665.t2	0	0	0	0	4	ENSG00000224243.2	SOX1-OT
chr17	93633438	93633611	augPB-9668.t2	0	0	0	0	13	ENSG00000223626.1	LINC01044
chr17	93693802	93693901	augPB-9670.t2	0	0	0	0	8	ENSG00000153498.12	SPACA7
chr17	94861356	94861423	augPB-9687.t1	7	5	8	21	159	ENSG00000198176.13	TFDP1
chr17	94960890	94960976	augCGP-6358.t1	0	0	0	0	26	ENSG00000184497.13	TMEM255B
chr17	95298954	95299055	augPB-9695.t1	0	0	0	0	2	ENSG00000130177.16	CDC16
chr18	3271262	3271428	augPB-11928.t1	0	0	0	0	1	ENSG00000264278.1	ZNF236-DT
chr18	3273920	3274067	augPB-11928.t1	0	0	0	0	9	ENSG00000264278.1	ZNF236-DT
chr18	13463151	13463310	augPB-11976.t1	0	0	0	0	1	ENSG00000071991.9	CDH19
chr18	15936365	15936423	augPB-11979.t1	0	0	0	0	1	ENSG00000267134.3	LINC01924
chr18	16133583	16133739	augPB-11982.t2	0	0	0	0	38	ENSG00000221887.6	HMSD
chr18	16138459	16138602	augPB-11982.t2	0	0	0	1	36	ENSG00000221887.6	HMSD
chr18	16151057	16151207	augPB-11982.t2	0	0	0	0	39	ENSG00000221887.6	HMSD
chr18	18651942	18652171	augPB-11998.t1	0	0	0	0	13	ENSG00000101542.10	CDH20
chr18	18652290	18652340	augPB-11998.t1	0	0	0	0	13	ENSG00000101542.10	CDH20
chr18	19582794	19582902	augPB-11999.t1	0	0	0	0	2	ENSG00000267098.2	AC113137.1
chr18	19734645	19734674	augPB-11999.t1	0	0	0	0	1	ENSG00000267098.2	AC113137.1
chr18	34259776	34259868	augPB-12067.t1	0	0	0	0	2	ENSG00000184828.10	ZBTB7C
chr18	35159228	35159276	augPB-12074.t2	0	0	0	0	1	ENSG00000287673.1	AC051635.1
chr18	35211937	35212059	augCGP-15037.t1	0	0	0	0	2	ENSG00000287673.1	AC051635.1
chr18	36765768	36765944	augPB-12096.t1	0	0	0	0	4	ENSG00000132874.15	SLC14A2
chr18	36783955	36784096	augCGP-15059.t1	0	0	0	0	4	ENSG00000132874.15	SLC14A2
chr18	48746395	48748775	augPB-12136.t3	0	0	0	0	7	ENSG00000141431.12	ASXL3
chr18	48795801	48795873	augPB-12136.t4	0	0	0	0	50	ENSG00000141431.12	ASXL3
chr18	50629099	50629359	augPB-12147.t1	2	2	1	0	59	ENSG00000153339.14	TRAPPC8
chr18	51327109	51327207	augPB-12154.t2	0	0	0	0	1	ENSG00000134760.6	DSG1
chr18	51491258	51491414	augPB-12156.t1	0	0	2	0	2	ENSG00000134762.17	DSC3
chr18	56023673	56023803	augPB-12165.t1	0	0	0	0	1	ENSG00000263862.2	LINC01543
chr18	57404119	57404236	augPB-12171.t1	0	0	0	0	2	ENSG00000229248.1	WBP2P1
chr18	64143398	64143800	augPB-12211.t1	0	0	0	0	1	ENSG00000132205.11	EMILIN2
chr18	64455232	64455342	augPB-12215.t2	0	0	0	0	11	ENSG00000101605.12	MYOM1
chr18	65204536	65204612	augPB-12221.t3	0	0	0	0	5	ENSG00000263878.2	DLGAP1-AS4
chr18	66345038	66345150	augPB-12224.t2	0	0	0	0	58	ENSG00000285575.1	AP001496.4
chr18	67946354	67946432	augPB-12234.t3	0	0	0	0	40	ENSG00000088756.12	ARHGAP28
chr18	68055547	68055707	augPB-12235.t3	1	9	2	2	12	ENSG00000101680.15	LAMA1
chr18	69807176	69807269	augPB-12240.t2	0	0	0	0	5	ENSG00000168502.17	MTCL1
chr18	71609604	71609817	augPB-12260.t3	0	0	0	0	72	ENSG00000154889.17	MPPE1
chr18	71961204	71961310	augPB-12265.t2	0	0	0	0	1	ENSG00000267564.1	AP001109.1
chr18	71989697	71989756	augPB-12265.t2	0	0	0	0	1	ENSG00000267564.1	AP001109.1
chr18	72733918	72734015	augPB-12268.t1	0	0	0	1	16	ENSG00000154864.12	PIEZO2
chr18	72783864	72783923	augPB-12269.t1	0	0	0	0	1	ENSG00000181626.12	ANKRD62
chr18	72789938	72789992	augCGP-15201.t1	0	0	0	0	152	ENSG00000181626.12	ANKRD62
chr18	72794100	72794137	augCGP-15201.t1	0	0	0	0	140	ENSG00000181626.12	ANKRD62
chr18	72801993	72802033	augCGP-15201.t1	0	0	0	0	128	ENSG00000181626.12	ANKRD62
chr18	72802690	72802746	augCGP-15201.t1	0	0	0	0	130	ENSG00000181626.12	ANKRD62
chr18	72805729	72805823	augCGP-15201.t1	0	0	0	0	140	ENSG00000181626.12	ANKRD62
chr18	72809658	72809729	augCGP-15201.t1	0	0	0	0	125	ENSG00000181626.12	ANKRD62
chr18	72813986	72814156	augCGP-15201.t1	0	0	0	0	116	ENSG00000181626.12	ANKRD62
chr18	72821498	72821532	augCGP-15201.t1	0	0	0	0	121	ENSG00000181626.12	ANKRD62
chr18	72821799	72821941	augCGP-15201.t1	0	0	0	0	121	ENSG00000181626.12	ANKRD62
chr18	72860339	72860418	augPB-12269.t2	0	0	0	0	16	ENSG00000181626.12	ANKRD62
chr18	73623184	73623352	augCGP-15215.t1	0	5	11	0	64	ENSG00000101639.18	CEP192
chr19	263518	263707	augPB-128.t2	0	0	0	0	3	ENSG00000099866.15	MADCAM1
chr19	472961	473106	augPB-139.t1	0	0	0	0	30	ENSG00000185198.11	PRSS57
chr19	499581	499712	augCGP-13472.t1	0	0	0	0	302	ENSG00000099864.18	PALM
chr19	845492	845639	augPB-156.t4	0	0	0	0	5	ENSG00000180448.10	AC004151.1
chr19	1036059	1036216	augPB-164.t2	0	0	0	0	40	ENSG00000167470.12	MIDN
chr19	1178426	1178498	augPB-172.t2	0	0	0	0	78	ENSG00000115286.20	NDUFS7
chr19	1276548	1276632	augPB-179.t6	0	0	0	0	1	ENSG00000115257.15	PCSK4
chr19	1277703	1277856	augPB-179.t2	0	0	0	0	149	ENSG00000115257.15	PCSK4
chr19	1605130	1605287	augCGP-13526.t1	0	0	0	0	2103	ENSG00000130270.16	ATP8B3
chr19	1820517	1820633	augPB-199.t3	0	0	0	0	4	ENSG00000133243.10	BTBD2
chr19	1929721	1929736	augPB-203.t1	0	0	0	0	484	ENSG00000099840.13	IZUMO4
chr19	2284550	2284680	augPB-218.t1	0	0	0	0	1	ENSG00000176619.13	LMNB2
chr19	2884783	2884908	augPB-230.t5	1	0	0	1	8	ENSG00000065717.15	TLE2
chr19	3149982	3150031	augPB-236.t1	0	0	0	0	56	ENSG00000161082.13	CELF5
chr19	3626223	3626282	augPB-248.t1	0	0	0	0	46	ENSG00000105289.15	TJP3
chr19	3630116	3630231	augPB-248.t1	0	0	0	0	12	ENSG00000105289.15	TJP3
chr19	3704482	3704580	augPB-252.t1	0	0	0	0	81	ENSG00000105278.11	ZFR2
chr19	4114627	4114831	augPB-262.t5	0	0	0	0	1	ENSG00000089847.12	ANKRD24
chr19	4116314	4116343	augPB-262.t2	0	0	0	0	6	ENSG00000089847.12	ANKRD24
chr19	6942903	6943011	augPB-334.t3	0	0	0	0	7	ENSG00000268758.7	ADGRE4P
chr19	6946391	6946527	augPB-334.t3	0	0	0	0	4	ENSG00000268758.7	ADGRE4P
chr19	6947037	6947078	augPB-334.t3	0	0	0	0	4	ENSG00000268758.7	ADGRE4P
chr19	6950001	6950154	augPB-334.t3	0	0	0	0	4	ENSG00000268758.7	ADGRE4P
chr19	7009165	7009254	augCGP-13702.t1	0	0	7	3	63	ENSG00000130544.12	ZNF557
chr19	7009867	7009994	augCGP-13702.t1	0	0	8	8	72	ENSG00000130544.12	ZNF557
chr19	7015061	7015145	augCGP-13702.t1	0	0	0	0	56	ENSG00000130544.12	ZNF557
chr19	7060344	7060444	augPB-337.t1	3	1	1	0	9	ENSG00000171105.14	INSR
chr19	8005373	8005466	augPB-364.t2	0	1	0	0	1	ENSG00000142449.13	FBN3
chr19	8616999	8617064	augCGP-13764.t1	0	0	0	0	5	ENSG00000268922.1	AC012616.1
chr19	8617302	8617370	augCGP-13764.t1	0	0	0	0	5	ENSG00000268922.1	AC012616.1
chr19	9927422	9927540	augPB-413.t2	0	0	0	0	41	ENSG00000130816.16	DNMT1
chr19	10115421	10115528	augPB-423.t8	0	0	2	0	17	ENSG00000105397.14	TYK2
chr19	11105829	11105948	augPB-452.t1	0	0	0	0	86	ENSG00000183401.12	CCDC159
chr19	11106045	11106275	augPB-452.t1	0	0	1	0	66	ENSG00000183401.12	CCDC159
chr19	11173882	11173930	augPB-456.t2	0	0	0	0	1	ENSG00000205517.12	RGL3
chr19	11183038	11183209	augPB-457.t1	0	0	0	0	152	ENSG00000198003.12	CCDC151
chr19	11581036	11581097	augPB-468.t1	0	0	0	0	44	ENSG00000177599.13	ZNF491
chr19	13525826	13525948	augPB-527.t2	3	0	2	1	40	ENSG00000132024.17	CC2D1A
chr19	13526596	13526705	augPB-527.t1	1	0	1	1	51	ENSG00000132024.17	CC2D1A
chr19	13534340	13534467	augPB-527.t1	0	0	0	0	137	ENSG00000132024.17	CC2D1A
chr19	13537186	13537958	augPB-528.t3	0	0	0	0	1	ENSG00000132000.13	PODNL1
chr19	13685237	13685379	augPB-535.t2	0	0	0	0	7	ENSG00000188032.10	C19orf67
chr19	14084953	14085050	augPB-543.t1	0	0	0	0	47	ENSG00000123143.12	PKN1
chr19	15507036	15507145	augCGP-13952.t1	0	0	0	0	21	ENSG00000205396.11	LINC00661
chr19	16404890	16404961	augPB-588.t5	0	0	0	0	1	ENSG00000160111.13	CPAMD8
chr19	16411613	16411751	augPB-588.t4	0	0	0	0	1	ENSG00000160111.13	CPAMD8
chr19	16471760	16471950	augCGP-13981.t1	0	0	0	0	1	ENSG00000160111.13	CPAMD8
chr19	16671411	16671493	augPB-590.t2	0	0	0	0	5	ENSG00000099331.13	MYO9B
chr19	16680665	16680788	augPB-590.t2	0	0	0	0	12	ENSG00000099331.13	MYO9B
chr19	17137800	17137881	augPB-613.t2	0	0	0	0	5	ENSG00000130477.15	UNC13A
chr19	17512842	17512945	augPB-622.t7	0	0	0	0	17	ENSG00000105642.15	KCNN1
chr19	17643058	17643128	augPB-625.t2	0	0	0	0	103	ENSG00000099308.10	MAST3
